,Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details,DateTime
1240,1190,2011,12,29,Somalia,Banaadir,,Mogadishu,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,Shooting (small arms ,Raid,Office,2.033333,45.35,Two international staffers of an INGO were shot and killed by a disgruntled national staff member while working in a hospital in Mogadishu.,2011-12-29
1241,1269,2011,12,30,Afghanistan,Faryab,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily,Individual,Home ,35.9261784,64.6237758,An INGO national staff member was stabbed by her husband (also a staff member) and wounded.,2011-12-30
1251,1192,2012,1,5,Pakistan,Balochistan,Quetta,Quetta,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Kidnap-killing,Ambush,Road ,30.182971,66.998734,An international staff doctor working for ICRC was kidnapped while returning to the office after visiting a physical rehabilitation centre in Quetta. Armed men abducted him when he reached the front of his office and took him at gunpoint with them in their own vehicle. Kidnappers left the driver unharmed near the organisation&rsquo;s office. The international staff doctor was found dead in April 2012.,2012-01-05
1252,1482,2012,1,5,Somalia,Bari,Bosaso,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting (small arms ,Individual,Home ,11.2784798,49.1799522,"One national staff member was accidentally shot in her chest by police, after firing the shot at the ground, while they interviewed her in her home regarding a criminal incident.",2012-01-05
1253,1193,2012,1,6,Afghanistan,Ghowr,Shahrak,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Unknown,34.10738,64.3052,"An INGO staffer was killed during a firefight between rival ANP officers(when a group associated with one prominent local commander in Shahrak and Tulak reportedly insulted a second rival ANP commander). The off-duty NGO staffer, who was providing bodyguard services to the second commander, was killed in the engagement.",2012-01-06
1254,1483,2012,1,7,Yemen,,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Individual,Other public location ,16.3471243,47.8915271,One national staff member was kidnapped while on public transportation. The motive was personal - they wanted to secure the release of a family member held by a tribal leader. He was released 2 days on 9 January.,2012-01-07
1255,1527,2012,1,8,Senegal,Dakar ,,Dakar,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Other public location ,14.6930042,-17.447026,One UN national staff member was stabbed during a robbery while exiting a taxi.,2012-01-08
1256,1194,2012,1,12,Somalia,Galguduud,Dhusamareb,Guri'el,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Aerial bombardment,Ambush,Road ,5.303435,45.880207,The head of a Somali NGO and his driver were killed by Shabab militants who fired an RPG at their car. It is very likely that this car was mistaken for Ethiopian National Defence Forces.,2012-01-12
1257,1195,2012,1,14,South Sudan,Central Equatoria,Juba ,Juba,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Office,4.843303,31.588554,An international staffer of an INGO was shot and killed leaving his compound. The unknown culprits escaped with his vehicle.,2012-01-14
1258,1196,2012,1,15,Yemen,Amanat Al Asimah,,Sanaa,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping ,Unknown,Unknown,15.337484,44.184304,"An international staff of a UN agency was kidnapped in the capital Sanaa by armed tribesmen who transferred him to central Marabou province. The UN worker was taken hostage by the Abide Marabou tribe, demanding the release of a tribesman who was arrested on charges of killing four soldiers assigned to guarding oil tankers. He was released unharmed two weeks later.",2012-01-15
1259,1197,2012,1,17,Afghanistan,Herat,Herat,"Payhesar  (Herat City, District 7)",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Kidnapping ,Individual,Road ,34.34817,62.19967,A female NGO staff member was shot and seriously injured by two armed men riding a motorcycle while she was enroute to her office by foot. The victim was a candidate for the 2010 Provincial Council election and worked for an NGO that had gender-related programs.,2012-01-17
1260,1198,2012,1,19,Pakistan,Punjab,,"Multan, Qasim Bela",0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,Kidnapping ,Raid,Office,30.198418,71.46801,"Two international staffers (German and Italian) of an INGO were kidnapped by four armed men who entered their residence (within walking distance from their regional office) and led them out at gunpoint. UPDATE: The German aid worker was released in Kabul, Afghanistan more than two years later, in October 2014. UPDATE 2: The Italian aid worker was accidentally killed by a U.S. counter terrorism drone strike against al-Qaeda in January 2015, while still held as a prisoner. An American hostage who was working for a private contractor funded by USAID was also killed in the attack. The drone attack occurred along the Afghanistan-Pakistan border.",2012-01-19
1261,1199,2012,1,21,Pakistan,Sindh,,Noushero Feroz,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,26.13456,68.7696,An international staffer and national staff driver of an INGO were reported missing during a road trip in Sindh. Their vehicle was found abandoned in Naushahro Feroz. UPDATE: Staff were released/recovered after 86 days.,2012-01-21
1262,1200,2012,1,23,South Sudan,Lakes ,Rumbek Central ,Rumbek,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Bodily,Individual,Unknown,6.75,30,A international staffer of an INGO (a Ugandan cook) was stabbed to death by another staffer in a personal dispute.,2012-01-23
1263,1201,2012,1,25,Syrian Arab Republic,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,33.509147,36.306485,The head of the Idlib branch of the Syrian Red Crescent was shot and killed in his vehicle returning from meetings in Damascus.,2012-01-25
1264,1202,2012,1,26,Afghanistan,Kandahar ,Kandahar ,BetweenKandahar and Panjwayi Districts,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,31.61332,65.71013,A national NGO staffer was kidnapped from his vehicle while driving from kandahar to Panjawayi District. The kidnappers identified themselves as opposition forces and asked questions about staffers employemnet and called his recent contacts from his cell phone. No further reports.,2012-01-26
1265,1464,2012,1,28,Kenya,North Eastern,Garissa,"Garissa, Dadaab",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,0.046821,40.310412,"One IO paramedic was injured when the ambulance he was traveling in was attacked by men in civilian clothes, including one armed with a pistol. When the ambulance refused to stop for the men, they opened fire, injuring the staff member.",2012-01-28
1266,1490,2012,1,30,Haiti,Ouest,,Port au Prince,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Other public location ,18.533333,-72.333333,One aid worker was shot in the chest and abdoment during a robbery outside a bank; he has just withdrawn money and his assailants fled with his passport and camera.,2012-01-30
1267,1203,2012,1,31,Afghanistan,Faryab,Qaramqol-Andkhoy,Qaramqol-Andkhoy Road,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,0,1,Kidnapping ,Ambush,Road ,36.95293,65.12376,Two national NGO staffers went missing with their vehicle on January 31 and are presumed kidnapped. They were released on February 4after interventions by local elders,2012-01-31
1268,1204,2012,1,31,Yemen,Amanat Al Asimah,,Sanaa,3,2,2,0,0,0,0,0,2,2,0,0,5,5,0,0,7,7,0,0,7,Kidnapping ,Unknown,Unknown,15.337484,44.184304,"Three international staff of a UN agency, two INGO and two LNGOs were kidnapped west of Sanaa. They were released approximately 72 hours later. The kidnappers reportedly planned to exchange the hostages for a prisoner being held in the capital.",2012-01-31
1269,1542,2012,2,3,Kenya,,Garissa,Dadaab refugee camp,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,"Mob violence, rioting",Office,-0.45275,39.64601,One refugee male day worker was severely assaulted during a riot at the INGO's compound.,2012-02-03
1270,1543,2012,2,3,Kenya,,Garissa,Dadaab refugee camp,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Project site ,-0.45275,39.64601,One INGO staffer was beaten with an iron bar and received treatment from MSF Holland at their medical facility.,2012-02-03
1271,1289,2012,2,6,Afghanistan,Nangarhar,Khogyani ,Kaga Bazaar ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Raid,Home ,34.22706,70.14675,"Masked gunmen broke into the home of a man working as a cook in the local NGO-run Khogyani district hospital, and shot the man, leaving him with one bullet wound to the stomach. The man was taken injured to the Nangarhar public health hospital where his condition is stable.",2012-02-06
1272,1499,2012,2,9,South Sudan,Lakes ,Yirol West ,Yirol-Rumbek road,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,6.75,30,One national staff truck driver was shot and wounded during an armed robbery.,2012-02-09
1273,1290,2012,2,10,South Sudan,Central Equatoria,Juba ,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Home ,4.843303,31.588554,"A UN staffer was assaulted by two men in SSPS uniform in his residence in Gudele West (Gurei) in Juba. The perpetrators made away with 700 SSP, five (5) mobile phones and a UN VHF hand held radio. The staff member sustained bruises on the left cheek, injury on the left shoulder and dislocated left middle finger; he was treated at UN Level II Hospital in Juba.",2012-02-10
1274,1291,2012,2,12,South Sudan,Northern Bahr al Ghazal,Aweil Centre County,Aweil ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily,Unknown,Other public location ,8.85,27,An INGO driver was clubbed to death by a gang near a NGO Compund in Maroul area of Aweil town.,2012-02-12
1275,1480,2012,2,13,Afghanistan,Helmand,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road ,31.341322,63.993456,"One national staff member, participating in a teacher training program, was killed by the Taliban while traveling to his home from Grishk-bazaar.",2012-02-13
1276,1528,2012,2,17,Sudan,South Darfur,,Nyala,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily,Individual,Office,12.049767,24.883365,One UN staff member sustained injuries to his head after being assaulted by police officers affecting an arrest in the UN compound.,2012-02-17
1277,1292,2012,2,24,South Sudan,Central Equatoria,Juba ,Juba,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily,Raid,Office,4.843303,31.588554,A night watchman was killed (from apparent strangulation) when a group of unknown men robbed an NGO compound in Juba. No other staff were harmed.,2012-02-24
1278,1466,2012,3,3,Kenya,North Eastern,Garissa,Garissa,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms , Combat (or police operations) ,Other public location ,-0.4665968,39.6332917,"One NGO staff member was killed incidentally when perpetrators opened fire on an unconfirmed target along Ngamia Rd in Garissa Town. It is suspected that the target was one of the campaign vehicles of Nasir Mohammed Dolal ""Jofle"", an aspirant for the Garissa Township MP post, although no rounds hit the car.",2012-03-03
1279,1288,2012,3,6,Sudan,Darfur,,,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,11.329444,25.08565623,"A UN international staffer was kidnapped along with his Sudanese driver as they headed towards the office near Al-Hilal stadium in downtown Nyala. The two were kidnapped by unknown armed men driving a Land Cruiser vehicle. UPDATE: The driver was released shortly after the abduction, and the international staffer was released 86 days later following concerted negotiations.",2012-03-06
1280,1503,2012,3,6,Pakistan,Khyber Pakhtunkhwa,Peshawar,University Town,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Road ,33.994225,71.496985,One staff member of an LNGO was shot when he resisted two robbers who stole his laptop.,2012-03-06
1281,1287,2012,3,10,South Sudan,Central Equatoria,Juba ,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,4.843303,31.588554,"A UN national staff member was shot in the head while traveling along Juba - Jebel road, and was hospitalized",2012-03-10
1282,1496,2012,3,13,Afghanistan,Khost,Tani,Gosha (village),0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Raid,Home ,33.33951,69.92041,One field officer from a demining NGO was wounded when unidentified gunmen attack his house.,2012-03-13
1283,1468,2012,3,14,Kenya,Nairobi,Nairobi,Dagoretti,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms , Combat (or police operations) ,Other public location ,-1.3,36.76667,"One community health worker working with an INGO was killed in the crossfire between police and criminals in an incident in Soweto, Kibera.",2012-03-14
1284,1533,2012,3,21,Syrian Arab Republic,Rif Dimashq,Douma,Douma,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Aerial bombardment, Combat (or police operations) ,Office,33.57175,36.4027,Two IO contracted drivers were injured during an explosion nearby a SARC (IO Partner) warehouse.,2012-03-21
1285,1498,2012,3,27,Cameroon,Buea,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Home ,4.1671179,9.2427429,One aid worker was injured by armed robbers in his private home.,2012-03-27
1286,1476,2012,3,28,Sudan,North Darfur,Kabkabiya,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Individual,Office,16,26,One UN national staff member was shot and wounded by an unknown assailant while he was exiting the UN compound in Kabkabiya.,2012-03-28
1287,1293,2012,3,29,Pakistan,Balochistan,Mastung,Mastung,3,0,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,3,0,0,Shooting (small arms ,Ambush,Road ,29.800043,66.8500394,Two national staffers of a UN agency were shot dead when unidentified gunmen attacked a vehicle. Another employee of the UN agency sustained serious injuries in the attack.,2012-03-29
1288,1286,2012,3,31,Afghanistan,Herat,Ghoryan ,Chashma-e Dam ,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping ,Ambush,Road ,34.3448,61.49321,"Three national staff members of a demining NGO were abducted along with their marked vehicle while they were in transit to their project site. Information has surfaced that one of the three abductees was released on the 11th of April, and two days later (i.e. the 13th of April), the remaining two were released.",2012-03-31
1289,1285,2012,4,5,Afghanistan,Badakhshan,Kishim,Sari Chawk ,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Body-borne IED,Individual,Unknown,36.80606,70.10436,"A national staffer of an INGO was inured when a BBIED detonated against a pro-government Militia commander. The blast killed 2 people--including the commander--and injured an additional 16 (including one of the commander&rsquo;s bodyguards, 1 ANP and 1 local employee of an INGO)",2012-04-05
1290,1513,2012,4,12,Somalia,Bay,Baidoa,Baidoa,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily,Detention,Custody (official forces,3.116667,43.65,"One national UN staff and a one local NGO staff were arrested shortly after a grenade attack and severely beaten during their detention, until their status was clarified and they were released. The UN staff was medevaced from Baidoa to Nairobi.",2012-04-12
1291,1313,2012,4,13,South Sudan,Upper Nile,"Fashoda country, Kodok",Malakal,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,9.9041,32.06429,"2 INGO staff (1 international and 1 national) were stopped by militia who held them for roughly two weeks before they were released, in poor physical shape, in May.",2012-04-13
1292,1484,2012,4,14,Afghanistan,Kandahar ,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,,31.6257334,65.7145053,One national staff driver was attacked while in transit - as he ran to a checkpoint he was shot in the leg.,2012-04-14
1293,1284,2012,4,15,Afghanistan,Ghowr,Chaghcharan ,Maidanak ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping ,Ambush,Road ,34.51952,65.25094,"An armed group abducted a female NGO national staff member on duty along with her son while they were travelling to Chaghcharan City by motorcycle. On the 17th of April, both of them were released unharmed in the said area in Shahrak following the negotiation held by a member of parliament.",2012-04-15
1294,1283,2012,4,21,Yemen,Al Hudaydah,,Near Hudaida,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,14.79781,42.95452,"Armed men kidnapped a French international staffer of as he was travelling from north Yemen to the Red Sea port city of Hudaida. After being held for three months, the victim was released; handed over by a group called Ansar al-Shari'a in Shabwa. Still unclear who was behind the kidnapping.",2012-04-21
1295,1294,2012,4,24,Syrian Arab Republic,Rif Dimashq,Douma,Douma,0,0,1,0,0,0,1,3,0,4,0,0,0,0,1,3,0,4,1,0,3,Shooting (small arms ,Unknown,Road ,33.57175,36.4027,"A local Red Crescnet volunteer was killed and three others woulded when their vehicle, clearly markd withthe Red Crescent emblem, was fired upon. Circumstances and perpetrators were unclear.",2012-04-24
1296,1295,2012,4,25,Afghanistan,Herat,Guzara,Cotton Factory area,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily,Individual,Office,34.34817,62.19967,An INGO national staff guard was found murdered by unknown perpetrators in the INGO compound guard quarters. The killing is suspected to have been related to personal issues.,2012-04-25
1297,1462,2012,4,26,Syrian Arab Republic,Rif Dimashq,,Damascus,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Shooting (small arms ,Ambush,Road ,33.5130695,36.3095814,A national staff was shot and killed while traveling in a car at night by unknown assailants.,2012-04-26
1298,1296,2012,4,28,Afghanistan,Kundoz,Imam Sahib ,District Center,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Home ,37.18897,68.93644,An NGO staff member was killed at his private residence by an armed intruder who he discovered in the midst of a robbery.,2012-04-28
1299,1320,2012,4,28,South Sudan,Unity,,,3,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,4,4,4,0,0,Kidnapping ,Ambush,Road ,8.927721,29.788925,"Three internationals and one national working on a UN demining project were abducted by militia (dressed in SPLA uniforms) from Unity South Sudan, brought to Kahrtoum, and held until 20 May",2012-04-28
1300,1298,2012,5,2,Afghanistan,Ghowr,Chaghcharan ,Chaghcharan City (Jare Kassi),0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,0,0,Shooting (small arms ,Raid,Office,34.51952,65.25094,An INGO international staff membre was killed in his room and another wounded when a group of four armed men raided the INGO compound. Internationals were clearly targeted.,2012-05-02
1301,1477,2012,5,5,Niger,Niamey Urban Community,,Niamey,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Ambush,Road ,13.51366,2.1098,One INGO national staff member was pulled off his motorbike (by a rope strung across a passage) and beaten and robbed. He was severely wounded in the face.,2012-05-05
1302,1299,2012,5,7,South Sudan,Eastern Equatoria,,Cherokee,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Unknown,Unknown,4.9,33.8,A national contractor of a UN agency was shot and killed,2012-05-07
1303,1300,2012,5,9,Somalia,Bay,Baidoa,Baidoa,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Other public location ,3.116667,43.65,An INGO Project Coordinator was shot and killed while leaving a mosque after evening prayers.,2012-05-09
1304,1465,2012,5,10,Kenya,North Eastern,Garissa,"Garissa, Dadaab",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting (small arms , Combat (or police operations) ,Other public location ,0.046821,40.310412,One INGO staff member was wounded when hit by a stray bullet when two people shot a Kenya Police Reservist (KPR) at close range at Wamo bus stage.,2012-05-10
1305,1301,2012,5,13,Afghanistan,Nangarhar,Kaz Kunar ,IVO Salampur Vvllage,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,5,0,0,Kidnapping ,Raid,Project site ,34.59205,70.59628,Six national NGO demining staff wree abducted from a field camp. The youngest was released a few hours later (hence not counted),2012-05-13
1306,1302,2012,5,17,South Sudan,Jonglei,Pibor,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting (small arms ,Unknown,Other public location ,6.799846,33.126794,A national NGO staffer was shot and wounded by an SPLA soldier.,2012-05-17
1307,1303,2012,5,18,DR Congo,North Kivu,,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Raid,Home ,1.658501,29.220455,A national staffer of a UN agency was shot and killed in his home in Goma by unknown assailants.,2012-05-18
1308,1304,2012,5,18,South Sudan,Western Bahr al Ghazal,,Wau,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily,Individual,Office,7.6999269,27.9910035,One staffer of a UN agency was attacked and beaten severely with a stick in his office. The attack was reportedly related to an employment administrative issue.,2012-05-18
1309,1512,2012,5,19,Somalia,Galguduud,Abudwak,Balambale,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Shooting (small arms ,Raid,Office,5,47,Two LNGO staff were seriously injured when unknown gunmen reportedly opened fire at the LNGO compound. The motive of the attack is reportedly related to a dispute over goat and cash distributions carried out by the NGO in the area.,2012-05-19
1310,1502,2012,5,20,South Sudan,Lakes ,Rumbek Central ,Rumbek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Other public location ,6.75,30,One UN national staff member was assaulted by his in-laws in a domestic dispute and was treated at state hospital.,2012-05-20
1311,1501,2012,5,21,South Sudan,Jonglei,,Bor,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Other public location ,6.219415,31.549315,One UN national staff member was seriously injured when five unknown persons attacked him and his spouse using oaks and wooden sticks.,2012-05-21
1312,1305,2012,5,22,Afghanistan,Badakhshan,Yaftali Sufla,Shelk Haza (vicinity),0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,2,2,0,Kidnapping ,Ambush,Road ,37.31078,70.36839,Two female international staff of an INGO and two male national staff were kidnapped on the road (where they were on horseback) by anti-government forces. Their two hired guides were also briefly held then released; an additional national staff was held but released in less than 24 hours. UPDATE: International Security Assistance Force rescued all four kidnapped staff on 2 June 2012.,2012-05-22
1313,1495,2012,5,28,Haiti,Ouest,,Port au Prince,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Project site ,18.533333,-72.333333,A guard at an INGO school was singled out and executed while at the school. The motivation for the shooting was related to his connections and personal issues within the community.,2012-05-28
1314,1307,2012,5,29,Pakistan,Balochistan,Quetta,Quetta,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,30.182971,66.998734,A driver of an NGO was wounded when unidentified people opened fire on the vehicle he was driving in Khuzdar District.,2012-05-29
1315,1478,2012,6,6,South Sudan,Central Equatoria,Juba,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily,Individual,Other public location ,4.8472017,31.5951655,"One national staff driver for an INGO was ambushed by unknown persons in town, beaten, and some items stolen.",2012-06-06
1316,1308,2012,6,11,Afghanistan,Sar-e Pol,Sar-e-Pol,Sar-e Pol-Shibirghan Road (near Qush Tepa village),0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Roadside IED,Ambush,Road ,35.5532126,66.2426766,"A national NGO ambulance driver was killed by an IED, along with two relatives of the patient they were transporting. The patient and one other relative were injured.",2012-06-11
1317,1321,2012,6,14,South Sudan,Central Equatoria,Juba ,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Ambush,Road ,4.843303,31.588554,"A UN Agency national staffer was stopped, beaten, and robbed by six armed police personnel in uniform near the Doha Fuel Station in Gudele, Four of the policemen were in black uniform and the other two were wearing the brown auxiliary police outfit. The victim was hospitalized.",2012-06-14
1318,1511,2012,6,15,Kenya,North Eastern,Garissa,"Ifo Camp area, Dadaab town",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Roadside IED,Individual,Project site ,-0.45275,39.64601,"Two national staffs working for an INGO were injured and had to medevaced to Garissa and Nairobi after a vehicle, which the two were leaving at the time, belonging to the chair-lady of Ifo camp was hit by an RCIED in Ifo camp.",2012-06-15
1319,1485,2012,6,16,Afghanistan,Kandahar ,Panjwayi,Sperwan Ghar (village),0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Roadside IED,Ambush,Road ,31.490446,65.415074,One local subcontractor was wounded (and 2 local villagers killed) in a roadside IED blast.,2012-06-16
1320,1309,2012,6,17,South Sudan,Central Equatoria,Nesitu,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Detention,Custody (official forces,4.75,31,A UN staff member was detained overnight and repeatedly beaten by SPLA soldiers over an alleged land dispute. He was released on 18 June.,2012-06-17
1321,1310,2012,6,17,Afghanistan,Khost,Bak,Bak-Sabari Road,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,33.33951,69.92041,A INGO staff member was wounded when their vehicle was fired on at a road block in a suspected roadside robbery attempt.,2012-06-17
1322,1544,2012,6,19,Tunisia,,,Choucha refugee camp,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,Bodily,Individual,Project site ,33.13783,11.21965,Two national staff were injured in an assault during distribution at the refugee camp.,2012-06-19
1323,1545,2012,6,19,Afghanistan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Unknown,33.93911,67.709953,One national male doctor was beaten by unknown armed insurgents over a personal matter.,2012-06-19
1324,1311,2012,6,20,Yemen,Abyan,Dhamayan ,Mahfad town ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment, Combat (or police operations) ,Road ,13.6291,46.126,A national staffer of the ICRC was killed in a government airstrike while on the road with three colleagues,2012-06-20
1325,1312,2012,6,22,Syrian Arab Republic,Deir ez-Zor,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,35.3333335,40.1499999,A Syrian Red Crescent volunteer on first aid duty was shot in the head and killed by an unknown shooter.,2012-06-22
1326,1489,2012,6,22,Afghanistan,Paktia,Gardez,Gardez,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,33.6035341,69.22790791,Two subcontractor's drivers were kidnapped and their truck set on fire.,2012-06-22
1327,1486,2012,6,23,Afghanistan,Kandahar ,,Nawa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Roadside IED,Ambush,Road ,32.23199,65.90224,One national staff member was driving home from private party when he struck RIED - his left leg was amputated.,2012-06-23
1328,1322,2012,6,29,Kenya,North Eastern,Garissa,"Ifo Camp area, Dadaab town",0,0,0,0,0,0,1,2,0,3,0,0,4,4,1,2,4,7,6,1,0,Kidnapping ,Ambush,Project site ,0.1153207,40.3143522,"Four international staff of an INGO were kidnapped, two national staff wounded, and a national staff driver killed when Somalia militants ambushed their two-car convoy driving through the Dadaab refugee camp. The internationals were released three days later.",2012-06-29
